REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
Globe,C1COHTF03,WATER,1,2011,0.05928727633920001
Globe,C1COHTF03,WATER,1,2012,0.06319087810559999
Globe,C1COHTF03,WATER,1,2013,0.0670987183104
Globe,C1COHTF03,WATER,1,2014,0.07100655851519999
Globe,C1COHTF03,WATER,1,2015,0.07491439872000001
Globe,C1COHTF03,WATER,1,2016,0.07881800048640002
Globe,C1COHTF03,WATER,1,2017,0.0827258406912
Globe,C1COHTF03,WATER,1,2018,0.08663368089600001
Globe,C1COHTF03,WATER,1,2019,0.0905372826624
Globe,C1COHTF03,WATER,1,2020,0.09444512286720001
Globe,C1COHTF03,WATER,1,2021,0.09835296307200002
Globe,C1COHTF03,WATER,1,2022,0.07108218297827493
Globe,C1COHTF03,WATER,1,2023,0.03179352488160145
Globe,C1COIGP00,WATER,1,2010,0.00574175952
Globe,C1COIGP00,WATER,1,2011,0.00574175952
Globe,C1COIGP00,WATER,1,2012,0.00056336793408
Globe,C1COIGP00,WATER,1,2013,0.000638483658624
Globe,C1COLP000,WATER,1,2010,0.0006799999999999999
Globe,C1COLP000,WATER,1,2011,0.0013599999999999999
Globe,C1COLP000,WATER,1,2012,0.0004288200381616031
Globe,C1COSCP00,WATER,1,2010,0.389491864416
Globe,C1COSCP00,WATER,1,2011,0.4126346608774795
Globe,C1COSCP00,WATER,1,2012,0.4102525579739297
Globe,C1COSCP00,WATER,1,2013,0.38012726073874814
Globe,C1COSCP00,WATER,1,2014,0.33743262209205005
Globe,C1COSCP00,WATER,1,2015,0.25695989040091377
Globe,C1COSCP00,WATER,1,2016,0.17804980857074096
Globe,C1COSCP00,WATER,1,2017,0.15588443285847375
Globe,C1COSCP00,WATER,1,2018,0.13605841369422383
Globe,C1COSCP00,WATER,1,2019,0.1368566694957986
Globe,C1COSCP00,WATER,1,2020,0.11068290540647163
Globe,C1COSCP00,WATER,1,2021,0.01614820781851152
Globe,C1COSCPCS,CO2EQ,1,2021,-0.8109469950415021
Globe,C1COSCPCS,CO2EQ,1,2022,-1.615377550679813
Globe,C1COSCPCS,CO2EQ,1,2023,-2.413299055168224
Globe,C1COSCPCS,CO2EQ,1,2024,-3.2046991947512504
Globe,C1COSCPCS,CO2EQ,1,2025,-3.23995
